Offset,Chord,NormalForm,PCsInNormalForm,File,measureNumber,Measure Count,Composer
64.25,<music21.chord.Chord B-2 B-1>,[0],[10],Children's Corner 113 6 Eb Major.mid,33,1.25,Debussy
64.5,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,33,1.5,Debussy
64.75,<music21.chord.Chord D3 D2>,[0],[2],Children's Corner 113 6 Eb Major.mid,33,1.75,Debussy
65,<music21.chord.Chord C3 C2>,[0],[0],Children's Corner 113 6 Eb Major.mid,33,2,Debussy
65.5,<music21.chord.Chord B-2 B-0 B-1>,[0],[10],Children's Corner 113 6 Eb Major.mid,33,2.5,Debussy
66,<music21.chord.Chord C4 E-4 G#3 B-3>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,34,1,Debussy
66.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,34,1.125,Debussy
66.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,34,1.25,Debussy
66.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,34,1.5,Debussy
66.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,34,1.625,Debussy
66.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,34,1.75,Debussy
67,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,34,2,Debussy
67.5,<music21.chord.Chord C4 E-4 G#4 B-4>,"[0, 2, 4, 7]","[8, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,34,2.5,Debussy
68,<music21.chord.Chord D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,35,1,Debussy
68.125,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,35,1.125,Debussy
68.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,35,1.5,Debussy
68.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,35,1.625,Debussy
69,<music21.chord.Chord B-6 B-5 D4 F4 G#3 B-3>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,35,2,Debussy
69.125,<music21.chord.Chord D4 F4 B-6 B-5>,"[0, 4, 7]","[10, 2, 5]",Children's Corner 113 6 Eb Major.mid,35,2.125,Debussy
69.5,<music21.chord.Chord D4 F4 G#4 B-4>,"[0, 3, 6, 8]","[2, 5, 8, 10]",Children's Corner 113 6 Eb Major.mid,35,2.5,Debussy
69.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,35,2.625,Debussy
70,<music21.chord.Chord C4 E-4 G3 B-3>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,36,1,Debussy
70.125,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,36,1.125,Debussy
70.25,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,36,1.25,Debussy
70.5,<music21.chord.Chord D4 F4 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,36,1.5,Debussy
70.625,<music21.chord.Chord D4 F4>,"[0, 3]","[2, 5]",Children's Corner 113 6 Eb Major.mid,36,1.625,Debussy
70.75,<music21.chord.Chord E-4 G4>,"[0, 4]","[3, 7]",Children's Corner 113 6 Eb Major.mid,36,1.75,Debussy
71,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,36,2,Debussy
71.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,36,2.5,Debussy
72,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,37,1,Debussy
72.5,<music21.chord.Chord C4 E-4 G4 B-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,37,1.5,Debussy
72.625,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",Children's Corner 113 6 Eb Major.mid,37,1.625,Debussy
73,<music21.chord.Chord D4 F4 G3 B-3>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,37,2,Debussy
73.5,<music21.chord.Chord G4 B-4 C5 E-4>,"[0, 3, 5, 8]","[7, 10, 0, 3]",Children's Corner 113 6 Eb Major.mid,37,2.5,Debussy
74,<music21.chord.Chord B-5 B4 E-5 B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,38,1,Debussy
74.25,<music21.chord.Chord G#5 B4 E-5 G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,38,1.25,Debussy
74.75,<music21.chord.Chord B-5 B4 E-5 B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,38,1.75,Debussy
75,<music21.chord.Chord F5 B4 E-5 F4 B3 E-4>,"[0, 4, 6]","[11, 3, 5]",Children's Corner 113 6 Eb Major.mid,38,2,Debussy
75.5,<music21.chord.Chord B-5 B4 E-5 B-4 B3 E-4>,"[0, 1, 5]","[10, 11, 3]",Children's Corner 113 6 Eb Major.mid,38,2.5,Debussy
76,<music21.chord.Chord G#5 B4 E-5 G#4 B3 E-4>,"[0, 3, 7]","[8, 11, 3]",Children's Corner 113 6 Eb Major.mid,39,1,Debussy
76.25,<music21.chord.Chord F5 B4 E-5 F4 B3 E-4>,"[0, 4, 6]","[11, 3, 5]",Children's Corner 113 6 Eb Major.mid,39,1.25,Debussy
76.75,<music21.chord.Chord E-5 B4 E-4 B3>,"[0, 4]","[11, 3]",Children's Corner 113 6 Eb Major.mid,39,1.75,Debussy
77,<music21.chord.Chord B4 B3>,[0],[11],Children's Corner 113 6 Eb Major.mid,39,2,Debussy
78.25,<music21.chord.Chord G#4 G#3>,[0],[8],Children's Corner 113 6 Eb Major.mid,40,1.25,Debussy
78.5,<music21.chord.Chord F4 F3>,[0],[5],Children's Corner 113 6 Eb Major.mid,40,1.5,Debussy
78.75,<music21.chord.Chord E-4 E-3>,[0],[3],Children's Corner 113 6 Eb Major.mid,40,1.75,Debussy
79,<music21.chord.Chord B3 B2>,[0],[11],Children's Corner 113 6 Eb Major.mid,40,2,Debussy
79.5,<music21.chord.Chord D3 G3 B-1 B-2>,"[0, 3, 7]","[7, 10, 2]",Children's Corner 113 6 Eb Major.mid,40,2.5,Debussy
80.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,41,1.5,Debussy
81,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,41,2,Debussy
81.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,41,2.5,Debussy
82,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,42,1,Debussy
84.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,43,1.5,Debussy
85,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,43,2,Debussy
85.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,43,2.5,Debussy
86,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,44,1,Debussy
88.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,45,1.5,Debussy
89,<music21.chord.Chord E-2 B-2>,"[0, 5]","[10, 3]",Children's Corner 113 6 Eb Major.mid,45,2,Debussy
89.5,<music21.chord.Chord E-3 B-3 F3 G3>,"[0, 2, 4, 7]","[3, 5, 7, 10]",Children's Corner 113 6 Eb Major.mid,45,2.5,Debussy
90,<music21.chord.Chord E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,46,1,Debussy
91,<music21.chord.Chord F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,46,2,Debussy
92,<music21.chord.Chord C#3 F#2>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,47,1,Debussy
92.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,47,1.125,Debussy
92.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,47,1.375,Debussy
92.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,47,1.5,Debussy
92.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,47,1.625,Debussy
93,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,47,2,Debussy
93.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,47,2.125,Debussy
93.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,47,2.375,Debussy
93.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,47,2.5,Debussy
93.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,47,2.625,Debussy
94,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,48,1,Debussy
94.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,48,1.125,Debussy
94.375,<music21.chord.Chord G3 C#3>,"[0, 6]","[1, 7]",Children's Corner 113 6 Eb Major.mid,48,1.375,Debussy
94.5,<music21.chord.Chord G#3 B3 C#3>,"[0, 3, 5]","[8, 11, 1]",Children's Corner 113 6 Eb Major.mid,48,1.5,Debussy
94.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,48,1.625,Debussy
95,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,48,2,Debussy
95.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,48,2.125,Debussy
95.375,<music21.chord.Chord G#3 C#3>,"[0, 5]","[8, 1]",Children's Corner 113 6 Eb Major.mid,48,2.375,Debussy
95.5,<music21.chord.Chord A3 C4 F4 C#3>,"[0, 4, 7, 8]","[5, 9, 0, 1]",Children's Corner 113 6 Eb Major.mid,48,2.5,Debussy
95.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,48,2.625,Debussy
95.875,<music21.chord.Chord E-3 C#3>,"[0, 2]","[1, 3]",Children's Corner 113 6 Eb Major.mid,48,2.875,Debussy
96,<music21.chord.Chord C#3 F#2>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,49,1,Debussy
96.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,49,1.125,Debussy
96.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,49,1.375,Debussy
96.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,49,1.5,Debussy
96.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,49,1.625,Debussy
97,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,49,2,Debussy
97.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,49,2.125,Debussy
97.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,49,2.375,Debussy
97.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,49,2.5,Debussy
97.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,49,2.625,Debussy
98,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,50,1,Debussy
98.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,50,1.125,Debussy
98.375,<music21.chord.Chord G3 C#3>,"[0, 6]","[1, 7]",Children's Corner 113 6 Eb Major.mid,50,1.375,Debussy
98.5,<music21.chord.Chord G#3 B3 C#3>,"[0, 3, 5]","[8, 11, 1]",Children's Corner 113 6 Eb Major.mid,50,1.5,Debussy
98.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,50,1.625,Debussy
99,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,50,2,Debussy
99.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,50,2.125,Debussy
99.375,<music21.chord.Chord G#3 C#3>,"[0, 5]","[8, 1]",Children's Corner 113 6 Eb Major.mid,50,2.375,Debussy
99.5,<music21.chord.Chord A3 C4 F4 C#3>,"[0, 4, 7, 8]","[5, 9, 0, 1]",Children's Corner 113 6 Eb Major.mid,50,2.5,Debussy
99.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,50,2.625,Debussy
100,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,51,1,Debussy
100.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,51,1.375,Debussy
100.5,<music21.chord.Chord B-3 C#4 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,51,1.5,Debussy
100.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,51,1.625,Debussy
101,<music21.chord.Chord F2 C#3>,"[0, 4]","[1, 5]",Children's Corner 113 6 Eb Major.mid,51,2,Debussy
101.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,51,2.125,Debussy
101.5,<music21.chord.Chord E-2 C#3>,"[0, 2]","[1, 3]",Children's Corner 113 6 Eb Major.mid,51,2.5,Debussy
101.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,51,2.625,Debussy
102,<music21.chord.Chord C#2 C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,52,1,Debussy
102.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,52,1.125,Debussy
102.875,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,52,1.875,Debussy
103,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,52,2,Debussy
103.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,52,2.125,Debussy
104.5,<music21.chord.Chord F#2>,[0],[6],Children's Corner 113 6 Eb Major.mid,53,1.5,Debussy
105,<music21.chord.Chord F2>,[0],[5],Children's Corner 113 6 Eb Major.mid,53,2,Debussy
105.5,<music21.chord.Chord E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,53,2.5,Debussy
106,<music21.chord.Chord C#2>,[0],[1],Children's Corner 113 6 Eb Major.mid,54,1,Debussy
106.5,<music21.chord.Chord B1>,[0],[11],Children's Corner 113 6 Eb Major.mid,54,1.5,Debussy
106.875,<music21.chord.Chord C3>,[0],[0],Children's Corner 113 6 Eb Major.mid,54,1.875,Debussy
107,<music21.chord.Chord B2 C#3 B-1>,"[0, 1, 3]","[10, 11, 1]",Children's Corner 113 6 Eb Major.mid,54,2,Debussy
107.5,<music21.chord.Chord G#1>,[0],[8],Children's Corner 113 6 Eb Major.mid,54,2.5,Debussy
108,<music21.chord.Chord C#3 F#2>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,55,1,Debussy
108.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,55,1.125,Debussy
108.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,55,1.375,Debussy
108.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,55,1.5,Debussy
108.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,55,1.625,Debussy
109,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,55,2,Debussy
109.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,55,2.125,Debussy
109.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,55,2.375,Debussy
109.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,55,2.5,Debussy
109.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,55,2.625,Debussy
110,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,56,1,Debussy
110.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,56,1.125,Debussy
110.375,<music21.chord.Chord G3 C#3>,"[0, 6]","[1, 7]",Children's Corner 113 6 Eb Major.mid,56,1.375,Debussy
110.5,<music21.chord.Chord G#3 B3 C#3>,"[0, 3, 5]","[8, 11, 1]",Children's Corner 113 6 Eb Major.mid,56,1.5,Debussy
110.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,56,1.625,Debussy
111,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,56,2,Debussy
111.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,56,2.125,Debussy
111.375,<music21.chord.Chord G#3 C#3>,"[0, 5]","[8, 1]",Children's Corner 113 6 Eb Major.mid,56,2.375,Debussy
111.5,<music21.chord.Chord A3 C4 F4 C#3>,"[0, 4, 7, 8]","[5, 9, 0, 1]",Children's Corner 113 6 Eb Major.mid,56,2.5,Debussy
111.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,56,2.625,Debussy
111.875,<music21.chord.Chord E-3 C#3>,"[0, 2]","[1, 3]",Children's Corner 113 6 Eb Major.mid,56,2.875,Debussy
112,<music21.chord.Chord C#3 F#2>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,57,1,Debussy
112.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,57,1.125,Debussy
112.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,57,1.375,Debussy
112.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,57,1.5,Debussy
112.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,57,1.625,Debussy
113,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,57,2,Debussy
113.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,57,2.125,Debussy
113.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,57,2.375,Debussy
113.5,<music21.chord.Chord B-3 C#4 C#3>,"[0, 3]","[10, 1]",Children's Corner 113 6 Eb Major.mid,57,2.5,Debussy
113.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,57,2.625,Debussy
114,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,58,1,Debussy
114.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,58,1.125,Debussy
114.375,<music21.chord.Chord G3 C#3>,"[0, 6]","[1, 7]",Children's Corner 113 6 Eb Major.mid,58,1.375,Debussy
114.5,<music21.chord.Chord G#3 B3 C#3>,"[0, 3, 5]","[8, 11, 1]",Children's Corner 113 6 Eb Major.mid,58,1.5,Debussy
114.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,58,1.625,Debussy
115,<music21.chord.Chord F#2 C#3>,"[0, 5]","[1, 6]",Children's Corner 113 6 Eb Major.mid,58,2,Debussy
115.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,58,2.125,Debussy
115.375,<music21.chord.Chord G#3 C#3>,"[0, 5]","[8, 1]",Children's Corner 113 6 Eb Major.mid,58,2.375,Debussy
115.5,<music21.chord.Chord A3 C4 F4 C#3>,"[0, 4, 7, 8]","[5, 9, 0, 1]",Children's Corner 113 6 Eb Major.mid,58,2.5,Debussy
115.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,58,2.625,Debussy
116,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,59,1,Debussy
116.375,<music21.chord.Chord A3 C#3>,"[0, 4]","[9, 1]",Children's Corner 113 6 Eb Major.mid,59,1.375,Debussy
116.5,<music21.chord.Chord B-3 C#4 F#2 C#3>,"[0, 4, 7]","[6, 10, 1]",Children's Corner 113 6 Eb Major.mid,59,1.5,Debussy
116.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,59,1.625,Debussy
117,<music21.chord.Chord F2 C#3>,"[0, 4]","[1, 5]",Children's Corner 113 6 Eb Major.mid,59,2,Debussy
117.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,59,2.125,Debussy
117.5,<music21.chord.Chord E-2 C#3>,"[0, 2]","[1, 3]",Children's Corner 113 6 Eb Major.mid,59,2.5,Debussy
117.625,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,59,2.625,Debussy
118,<music21.chord.Chord C#2 C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,60,1,Debussy
118.125,<music21.chord.Chord C#3>,[0],[1],Children's Corner 113 6 Eb Major.mid,60,1.125,Debussy
120.5,<music21.chord.Chord E-2>,[0],[3],Children's Corner 113 6 Eb Major.mid,61,1.5,Debussy
121,<music21.chord.Chord A3 F2>,"[0, 4]","[5, 9]",Children's Corner 113 6 Eb Major.mid,61,2,Debussy
121.5,<music21.chord.Chord A3 F#2>,"[0, 3]","[6, 9]",Children's Corner 113 6 Eb Major.mid,61,2.5,Debussy
122,<music21.chord.Chord F4 A3 A2>,"[0, 4]","[5, 9]",Children's Corner 113 6 Eb Major.mid,62,1,Debussy
122.5,<music21.chord.Chord A3 F4 B-2>,"[0, 4, 5]","[5, 9, 10]",Children's Corner 113 6 Eb Major.mid,62,1.5,Debussy
123,<music21.chord.Chord A3 F4 B2>,"[0, 4, 6]","[5, 9, 11]",Children's Corner 113 6 Eb Major.mid,62,2,Debussy
123.5,<music21.chord.Chord B-3 E4 C3>,"[0, 2, 6]","[10, 0, 4]",Children's Corner 113 6 Eb Major.mid,62,2.5,Debussy
124,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,63,1,Debussy
124.375,<music21.chord.Chord D5 B3 E-4 G#2 C#3>,"[0, 3, 5, 6, 7]","[8, 11, 1, 2, 3]",Children's Corner 113 6 Eb Major.mid,63,1.375,Debussy
124.5,<music21.chord.Chord B4 E-5 B3 E-4 G#3 F4 G#2 C#3>,"[0, 2, 4, 6, 9]","[11, 1, 3, 5, 8]",Children's Corner 113 6 Eb Major.mid,63,1.5,Debussy
124.625,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,63,1.625,Debussy
124.875,<music21.chord.Chord C5 B3 E-4 G#2 C#3>,"[0, 3, 4, 5, 7]","[8, 11, 0, 1, 3]",Children's Corner 113 6 Eb Major.mid,63,1.875,Debussy
125,<music21.chord.Chord B4 C#5 B3 E-4 G#3 F4 G#2 C#3>,"[0, 2, 4, 6, 9]","[11, 1, 3, 5, 8]",Children's Corner 113 6 Eb Major.mid,63,2,Debussy
125.125,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,63,2.125,Debussy
125.375,<music21.chord.Chord D5 B3 E-4 G#2 C#3>,"[0, 3, 5, 6, 7]","[8, 11, 1, 2, 3]",Children's Corner 113 6 Eb Major.mid,63,2.375,Debussy
125.5,<music21.chord.Chord B4 E-5 B3 E-4 G#3 F4 G#2 C#3>,"[0, 2, 4, 6, 9]","[11, 1, 3, 5, 8]",Children's Corner 113 6 Eb Major.mid,63,2.5,Debussy
125.625,<music21.chord.Chord B3 E-4 G#2 C#3>,"[0, 3, 5, 7]","[8, 11, 1, 3]",Children's Corner 113 6 Eb Major.mid,63,2.625,Debussy
126.375,<music21.chord.Chord D5>,[0],[2],Children's Corner 113 6 Eb Major.mid,64,1.375,Debussy
126.5,<music21.chord.Chord B4 E-5 G#3 B3 F4>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,64,1.5,Debussy
126.875,<music21.chord.Chord C5>,[0],[0],Children's Corner 113 6 Eb Major.mid,64,1.875,Debussy
127,<music21.chord.Chord B4 C#5 G#3 B3 F4>,"[0, 3, 6, 8]","[5, 8, 11, 1]",Children's Corner 113 6 Eb Major.mid,64,2,Debussy
127.375,<music21.chord.Chord D5>,[0],[2],Children's Corner 113 6 Eb Major.mid,64,2.375,Debussy
127.5,<music21.chord.Chord B4 E-5 G#3 B3 F4>,"[0, 2, 5, 8]","[3, 5, 8, 11]",Children's Corner 113 6 Eb Major.mid,64,2.5,Debussy
129,<music21.chord.Chord A3>,[0],[9],Children's Corner 113 6 Eb Major.mid,65,2,Debussy
130,<music21.chord.Chord F4 A3 C#3>,"[0, 4, 8]","[1, 5, 9]",Children's Corner 113 6 Eb Major.mid,66,1,Debussy
131.5,<music21.chord.Chord E4 A3 C#3>,"[0, 4, 7]","[9, 1, 4]",Children's Corner 113 6 Eb Major.mid,66,2.5,Debussy
132,<music21.chord.Chord B-3 E-4 F#2 C#3>,"[0, 3, 5, 8]","[10, 1, 3, 6]",Children's Corner 113 6 Eb Major.mid,67,1,Debussy
