Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,beatNumber
41.5,<music21.chord.Chord D3 E-3 G3>,"[0, 1, 5]","[2, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,28,3.000
42,<music21.chord.Chord D3 E-3 A3>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,29,1.000
42.5,<music21.chord.Chord D3 E-3 C4>,"[0, 2, 3]","[0, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,29,2.000
43,<music21.chord.Chord D3 E-3 C4>,"[0, 2, 3]","[0, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,29,3.000
43.25,<music21.chord.Chord D3 E-3 G4>,"[0, 1, 5]","[2, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,29,3.500
43.5,<music21.chord.Chord C2 G2 E-4>,"[0, 3, 7]","[0, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,30,1.000
44,<music21.chord.Chord C2 G2 G3>,"[0, 5]","[7, 0]",Takemitsu_Romance.mxl,Takemitsu,30,2.000
44.5,<music21.chord.Chord A2 B-2 E-3 B-3 E-4 A4>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,30,3.000
45,<music21.chord.Chord A2 B-2 E-3 B-3 E-4 A4>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,31,1.000
46,<music21.chord.Chord A2 B-2 E-3 D4>,"[0, 1, 5, 6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,31,3.000
46.5,<music21.chord.Chord A3>,[0],[9],Takemitsu_Romance.mxl,Takemitsu,32,1.000
47,<music21.chord.Chord G3>,[0],[7],Takemitsu_Romance.mxl,Takemitsu,32,2.000
47.25,<music21.chord.Chord G1 G3>,[0],[7],Takemitsu_Romance.mxl,Takemitsu,32,2.500
47.33333333,<music21.chord.Chord D2 G3>,"[0, 5]","[2, 7]",Takemitsu_Romance.mxl,Takemitsu,32,2.667
47.41666667,<music21.chord.Chord G#2 G3>,"[0, 1]","[7, 8]",Takemitsu_Romance.mxl,Takemitsu,32,2.833
47.5,<music21.chord.Chord D3>,[0],[2],Takemitsu_Romance.mxl,Takemitsu,32,3.000
47.75,<music21.chord.Chord D3 G4 G5>,"[0, 5]","[2, 7]",Takemitsu_Romance.mxl,Takemitsu,32,3.500
48,<music21.chord.Chord D3 E-4 E-5>,"[0, 1]","[2, 3]",Takemitsu_Romance.mxl,Takemitsu,33,1.000
48.375,<music21.chord.Chord D3 D4 D5>,[0],[2],Takemitsu_Romance.mxl,Takemitsu,33,1.750
48.5,<music21.chord.Chord A2 C3 E-3 A3 D4 A4>,"[0, 3, 5, 6]","[9, 0, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,33,2.000
49,<music21.chord.Chord A2 C3 E-3 A3 D4 A4>,"[0, 3, 5, 6]","[9, 0, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,33,3.000
49.5,<music21.chord.Chord A3 A4>,[0],[9],Takemitsu_Romance.mxl,Takemitsu,34,1.000
49.75,<music21.chord.Chord G1 B-3 B-4>,"[0, 3]","[7, 10]",Takemitsu_Romance.mxl,Takemitsu,34,1.500
49.83333333,<music21.chord.Chord D2 B-3 B-4>,"[0, 4]","[10, 2]",Takemitsu_Romance.mxl,Takemitsu,34,1.667
49.91666667,<music21.chord.Chord G#2 B-3 B-4>,"[0, 2]","[8, 10]",Takemitsu_Romance.mxl,Takemitsu,34,1.833
50,<music21.chord.Chord D3 C4 C5>,"[0, 2]","[0, 2]",Takemitsu_Romance.mxl,Takemitsu,34,2.000
51,<music21.chord.Chord D3 C4 C5>,"[0, 2]","[0, 2]",Takemitsu_Romance.mxl,Takemitsu,35,1.000
51.25,<music21.chord.Chord D3 G3 G4>,"[0, 5]","[2, 7]",Takemitsu_Romance.mxl,Takemitsu,35,1.500
51.5,<music21.chord.Chord A2 B-2 E-3 A3 D4 A4>,"[0, 1, 5, 6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,35,2.000
52,<music21.chord.Chord A2 B-2 E-3 A3 D4 A4>,"[0, 1, 5, 6]","[9, 10, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,35,3.000
52.5,<music21.chord.Chord A2 B-2 E-3 A3 A4>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,36,1.000
53,<music21.chord.Chord A2 B-2 E-3 C4 C5>,"[0, 1, 3, 6]","[9, 10, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,36,2.000
53.5,<music21.chord.Chord C4 C5>,[0],[0],Takemitsu_Romance.mxl,Takemitsu,36,3.000
53.75,<music21.chord.Chord G1 G4 G5>,[0],[7],Takemitsu_Romance.mxl,Takemitsu,36,3.500
53.83333333,<music21.chord.Chord D2 G4 G5>,"[0, 5]","[2, 7]",Takemitsu_Romance.mxl,Takemitsu,36,3.667
53.91666667,<music21.chord.Chord G#2 G4 G5>,"[0, 1]","[7, 8]",Takemitsu_Romance.mxl,Takemitsu,36,3.833
54,<music21.chord.Chord D3 E-4 A4 E-5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,37,1.000
54.5,<music21.chord.Chord E-3 E-4 A4 E-5>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,Takemitsu,37,2.000
55,<music21.chord.Chord B-3>,[0],[10],Takemitsu_Romance.mxl,Takemitsu,37,3.000
55.25,<music21.chord.Chord B-3 G5 G6>,"[0, 3]","[7, 10]",Takemitsu_Romance.mxl,Takemitsu,37,3.500
55.5,<music21.chord.Chord A3 E-4 E-5 A5 E-6>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,Takemitsu,38,1.000
56,<music21.chord.Chord D2 E-3 E-5 A5 E-6>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,38,2.000
56.5,<music21.chord.Chord A3 E-4 E-5 A5 E-6>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,Takemitsu,38,3.000
56.75,<music21.chord.Chord A3 E-4 G4 D5 G5>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,38,3.500
57,<music21.chord.Chord D2 E-3 A4 D5 A5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,39,1.000
57.25,<music21.chord.Chord D2 E-3 G4 D5 G5>,"[0, 1, 5]","[2, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,39,1.500
57.5,<music21.chord.Chord A3 E-4 A4 D5 A5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,39,2.000
57.75,<music21.chord.Chord A3 E-4 C5 C6>,"[0, 3, 6]","[9, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,39,2.500
58,<music21.chord.Chord D2 E-3 C5 C6>,"[0, 2, 3]","[0, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,39,3.000
58.25,<music21.chord.Chord D2 E-3 G5 G6>,"[0, 1, 5]","[2, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,39,3.500
58.5,<music21.chord.Chord A3 E-4 E-5 A5 E-6>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,Takemitsu,40,1.000
59,<music21.chord.Chord D2 E-3 E-5 A5 E-6>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,40,2.000
59.5,<music21.chord.Chord A3 E-4>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,Takemitsu,40,3.000
59.75,<music21.chord.Chord A3 E-4 G4 D5 G5>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,40,3.500
60,<music21.chord.Chord D2 E-3 A4 D5 A5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,41,1.000
60.25,<music21.chord.Chord D2 E-3 G4 D5 G5>,"[0, 1, 5]","[2, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,41,1.500
60.5,<music21.chord.Chord B-3 E-4 G4 D5 G5>,"[0, 1, 5, 8]","[2, 3, 7, 10]",Takemitsu_Romance.mxl,Takemitsu,41,2.000
61,<music21.chord.Chord D2 E-3 G4 D5 G5>,"[0, 1, 5]","[2, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,41,3.000
61.25,<music21.chord.Chord D2 E-3 C4 G4 C5>,"[0, 2, 3, 7]","[0, 2, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,41,3.500
61.5,<music21.chord.Chord A3 B-3 D4 A4 D5>,"[0, 1, 5]","[9, 10, 2]",Takemitsu_Romance.mxl,Takemitsu,42,1.000
61.75,<music21.chord.Chord A3 B-3 C4 G4 C5>,"[0, 2, 3, 5]","[7, 9, 10, 0]",Takemitsu_Romance.mxl,Takemitsu,42,1.500
62,<music21.chord.Chord D2 E-3 D4 A4 D5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,42,2.000
62.25,<music21.chord.Chord D2 E-3 C5 G5 C6>,"[0, 2, 3, 7]","[0, 2, 3, 7]",Takemitsu_Romance.mxl,Takemitsu,42,2.500
62.5,<music21.chord.Chord D4 G4 C5 G5 C6>,"[0, 2, 7]","[0, 2, 7]",Takemitsu_Romance.mxl,Takemitsu,42,3.000
62.75,<music21.chord.Chord D4 G4 D5 A5 D6>,"[0, 2, 7]","[7, 9, 2]",Takemitsu_Romance.mxl,Takemitsu,42,3.500
63,<music21.chord.Chord D2 E-3 A4 D5 A5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,43,1.000
63.5,<music21.chord.Chord A3 E-4 A4 D5 A5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,43,2.000
64,<music21.chord.Chord D2 E-3 A4 D5 A5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,43,3.000
64.25,<music21.chord.Chord D2 E-3 D6 D7>,"[0, 1]","[2, 3]",Takemitsu_Romance.mxl,Takemitsu,43,3.500
64.5,<music21.chord.Chord B-3 E-4 A4 A5>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,44,1.000
65,<music21.chord.Chord D2 E-3 A4 A5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,44,2.000
65.5,<music21.chord.Chord B-3 E-4 A4 A5>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,44,3.000
65.75,<music21.chord.Chord B-3 E-4 G5 G6>,"[0, 4, 7]","[3, 7, 10]",Takemitsu_Romance.mxl,Takemitsu,44,3.500
66,<music21.chord.Chord D2 E-3 E-5 E-6>,"[0, 1]","[2, 3]",Takemitsu_Romance.mxl,Takemitsu,45,1.000
66.375,<music21.chord.Chord D2 E-3 D5 D6>,"[0, 1]","[2, 3]",Takemitsu_Romance.mxl,Takemitsu,45,1.750
66.5,<music21.chord.Chord B-3 E-4 A4 A5>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,45,2.000
67,<music21.chord.Chord D2 E-3 A4 A5>,"[0, 5, 6]","[9, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,45,3.000
67.5,<music21.chord.Chord B-3 E-4 A4 A5>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,46,1.000
68,<music21.chord.Chord B-3 E-4 B-5 B-6>,"[0, 5]","[10, 3]",Takemitsu_Romance.mxl,Takemitsu,46,2.000
68.5,<music21.chord.Chord A2 E-3 A3 C6 C7>,"[0, 3, 6]","[9, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,46,3.000
69,<music21.chord.Chord B-3 E-4 C5 C6>,"[0, 2, 5]","[10, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,47,1.000
69.25,<music21.chord.Chord B-3 E-4 G4 G5>,"[0, 4, 7]","[3, 7, 10]",Takemitsu_Romance.mxl,Takemitsu,47,1.500
69.5,<music21.chord.Chord E-2 E-3 A4 A5>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,Takemitsu,47,2.000
70,<music21.chord.Chord E-2 E-3 G4 G5>,"[0, 4]","[3, 7]",Takemitsu_Romance.mxl,Takemitsu,47,3.000
70.5,<music21.chord.Chord A3 B-3 E-4 A4 A5>,"[0, 1, 6]","[9, 10, 3]",Takemitsu_Romance.mxl,Takemitsu,48,1.000
71,<music21.chord.Chord A3 B-3 E-4 C5 C6>,"[0, 1, 3, 6]","[9, 10, 0, 3]",Takemitsu_Romance.mxl,Takemitsu,48,2.000
71.5,<music21.chord.Chord D2 A2 E-3 C5 C6>,"[0, 3, 5, 6]","[9, 0, 2, 3]",Takemitsu_Romance.mxl,Takemitsu,48,3.000
71.75,<music21.chord.Chord D2 A2 E-3 G5 G6>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,48,3.500
72,<music21.chord.Chord G3 A3 E-4 E-5 A5 E-6>,"[0, 4, 6]","[3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,49,1.000
72.5,<music21.chord.Chord G3 A3 E-4 E-5 A5 E-6>,"[0, 4, 6]","[3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,49,2.000
73,<music21.chord.Chord E-2 A2 E-3 G3 D4>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,49,3.000
73.5,<music21.chord.Chord E-2 A2 E-3 G3 A3>,"[0, 4, 6]","[3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,50,1.000
74.5,<music21.chord.Chord E-2 A2 E-3 B-3 G4>,"[0, 4, 6, 7]","[3, 7, 9, 10]",Takemitsu_Romance.mxl,Takemitsu,50,3.000
75,<music21.chord.Chord E-2 A2 E-3 A3 E-4>,"[0, 6]","[3, 9]",Takemitsu_Romance.mxl,Takemitsu,51,1.000
76,<music21.chord.Chord D2 A2 E-3 G3 D4>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,51,3.000
76.5,<music21.chord.Chord D2 A2 E-3 G3 A3>,"[0, 1, 5, 7]","[2, 3, 7, 9]",Takemitsu_Romance.mxl,Takemitsu,52,1.000
