Offset,Chord,NormalForm,PCsInNormalForm,File,Composer,measureNumber,Measure Count
184,<music21.chord.Chord F#5 B-5 C#6 F#6 B-3 B-4>,"[0, 4, 7]","[6, 10, 1]",Lighting the Tree S186 F Major.mid,Liszt,,
184.5,<music21.chord.Chord F#5 B-5 C#6 F#6 G#3 G#4>,"[0, 2, 4, 7]","[6, 8, 10, 1]",Lighting the Tree S186 F Major.mid,Liszt,,
185,<music21.chord.Chord F#5 B-5 C#6 F#6 F#3 F#4>,"[0, 4, 7]","[6, 10, 1]",Lighting the Tree S186 F Major.mid,Liszt,,
185.5,<music21.chord.Chord F#5 B-5 C#6 F#6 F3 F4>,"[0, 1, 5, 8]","[5, 6, 10, 1]",Lighting the Tree S186 F Major.mid,Liszt,,
185.75,<music21.chord.Chord F3 F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
186,<music21.chord.Chord F5 F6 G#3 G#4>,"[0, 3]","[5, 8]",Lighting the Tree S186 F Major.mid,Liszt,,
186.5,<music21.chord.Chord F#5 F#6 F#3 F#4>,[0],[6],Lighting the Tree S186 F Major.mid,Liszt,,
186.75,<music21.chord.Chord F#5 F#6 F6 F4 F5 F#3 F#4>,"[0, 1]","[5, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
187,<music21.chord.Chord F#5 B5 F#6 E-4 E-5>,"[0, 4, 7]","[11, 3, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
187.5,<music21.chord.Chord F#5 B5 F#6 C#4 C#5>,"[0, 2, 7]","[11, 1, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
188,<music21.chord.Chord F#5 B5 F#6 B3 B4>,"[0, 5]","[6, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
188.5,<music21.chord.Chord F#5 B5 F#6 B-3 B-4>,"[0, 4, 5]","[6, 10, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
188.75,<music21.chord.Chord B-3 B-4>,[0],[10],Lighting the Tree S186 F Major.mid,Liszt,,
189,<music21.chord.Chord G#5 E6 G#6 G#3 G#4>,"[0, 4]","[4, 8]",Lighting the Tree S186 F Major.mid,Liszt,,
189.5,<music21.chord.Chord G#5 E6 G#6 B3 B4>,"[0, 4, 7]","[4, 8, 11]",Lighting the Tree S186 F Major.mid,Liszt,,
190,<music21.chord.Chord A5 C#6 E6 A6 C#5>,"[0, 4, 7]","[9, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
190.5,<music21.chord.Chord A5 C#6 E6 A6 B4 B5>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
191,<music21.chord.Chord A5 C#6 E6 A6 A4>,"[0, 4, 7]","[9, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
191.5,<music21.chord.Chord A5 C#6 E6 A6 G#4 G#5>,"[0, 1, 5, 8]","[8, 9, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
191.75,<music21.chord.Chord G#4 G#5>,[0],[8],Lighting the Tree S186 F Major.mid,Liszt,,
192,<music21.chord.Chord A5 C#6 E6 A6 F#4 F#5>,"[0, 3, 5, 8]","[1, 4, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
192.5,<music21.chord.Chord A5 C#6 E6 A6 E4 E5>,"[0, 4, 7]","[9, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
193,<music21.chord.Chord A5 D6 F#6 A6>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
193.5,<music21.chord.Chord A5 D6 F#6 A6 E3 E4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
194,<music21.chord.Chord A5 D6 F#6 A6 D3 D4>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
194.5,<music21.chord.Chord A5 D6 F#6 A6 C#3 C#4>,"[0, 1, 5, 8]","[1, 2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
194.75,<music21.chord.Chord C#3 C#4>,[0],[1],Lighting the Tree S186 F Major.mid,Liszt,,
195,<music21.chord.Chord A5 D6 F#6 A6 B2 B3>,"[0, 3, 5, 8]","[6, 9, 11, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
195.5,<music21.chord.Chord A5 D6 F#6 A6 A2 A3>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
196,<music21.chord.Chord A5 C#6 E6 A6>,"[0, 4, 7]","[9, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
196.5,<music21.chord.Chord A5 C#6 E6 A6 B3 B4>,"[0, 2, 4, 7]","[9, 11, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
197,<music21.chord.Chord A5 C#6 E6 A6 A3 A4>,"[0, 4, 7]","[9, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
197.5,<music21.chord.Chord A5 C#6 E6 A6 G#3 G#4>,"[0, 1, 5, 8]","[8, 9, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
197.75,<music21.chord.Chord G#3 G#4>,[0],[8],Lighting the Tree S186 F Major.mid,Liszt,,
198,<music21.chord.Chord A5 C#6 E6 A6 F#3 F#4>,"[0, 3, 5, 8]","[1, 4, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
198.5,<music21.chord.Chord A5 C#6 E6 A6 E3 E4>,"[0, 4, 7]","[9, 1, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
199,<music21.chord.Chord A5 D6 F#6 A6>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
199.5,<music21.chord.Chord A5 D6 F#6 A6 E3 E4>,"[0, 2, 4, 7]","[2, 4, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
200,<music21.chord.Chord A5 D6 F#6 A6 D3 D4>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
200.5,<music21.chord.Chord A5 D6 F#6 A6 C#3 C#4>,"[0, 1, 5, 8]","[1, 2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
200.75,<music21.chord.Chord C#3 C#4>,[0],[1],Lighting the Tree S186 F Major.mid,Liszt,,
201,<music21.chord.Chord A5 D6 F#6 A6 B2 B3>,"[0, 3, 5, 8]","[6, 9, 11, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
201.5,<music21.chord.Chord A5 D6 F#6 A6 A2 A3>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
202,<music21.chord.Chord A5 D6 F#6 A6 A2 A3>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
204,<music21.chord.Chord D5 F#5 D4 F#4 D3 F#3>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
204.5,<music21.chord.Chord D5 F#5 D4 F#4 D3 F#3>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
205,<music21.chord.Chord F#5 A5 A4 F#4 F#3 A3>,"[0, 3]","[6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
206,<music21.chord.Chord D5 F#5 F#4 D4 D3 F#3>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
206.5,<music21.chord.Chord D5 F#5 F#4 D4 D3 F#3>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
207,<music21.chord.Chord A4 E5 E4 A2 E3>,"[0, 5]","[4, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
208,<music21.chord.Chord D5 F#5 D4 F#4 D3 F#3>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
208.5,<music21.chord.Chord D5 F#5 D3 F#3 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
209,<music21.chord.Chord F#5 A5 F#3 A3 F#4 A4>,"[0, 3]","[6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
210,<music21.chord.Chord D5 F#5 D3 F#3 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
210.5,<music21.chord.Chord D5 F#5 D3 F#3 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
211,<music21.chord.Chord A4 E5 A3 E4>,"[0, 5]","[4, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
212,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
212.5,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
213,<music21.chord.Chord F#5 A5 F#4 A4>,"[0, 3]","[6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
214,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
214.5,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
215,<music21.chord.Chord A4 E5 A3 E4>,"[0, 5]","[4, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
215.5,<music21.chord.Chord A4 E5 A3 E4>,"[0, 5]","[4, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
216,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
216.5,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
217,<music21.chord.Chord A4 E5 A3 E4>,"[0, 5]","[4, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
217.5,<music21.chord.Chord A4 E5 A3 E4>,"[0, 5]","[4, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
218,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
218.5,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
219,<music21.chord.Chord A4 E5 A3 E4>,"[0, 5]","[4, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
219.5,<music21.chord.Chord A4 E5 A3 E4>,"[0, 5]","[4, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
220,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
222,<music21.chord.Chord D5 F#5 D4 F#4>,"[0, 4]","[2, 6]",Lighting the Tree S186 F Major.mid,Liszt,,
223,<music21.chord.Chord F#5 A5 F#4 A4>,"[0, 3]","[6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
228,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
228.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
229,<music21.chord.Chord D5 D6 F#4 A4>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
230,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
230.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
231,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
232,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
232.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
233,<music21.chord.Chord D5 D6 F#4 A4>,"[0, 4, 7]","[2, 6, 9]",Lighting the Tree S186 F Major.mid,Liszt,,
234,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
234.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
235,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
236,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
236.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
237,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
238,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
238.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
239,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
240,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
240.5,<music21.chord.Chord D5 B-5 G4 B-4>,"[0, 3, 7]","[7, 10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
241,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
241.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
242,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
242.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
243,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
243.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
244,<music21.chord.Chord B-5 D6 E4 G4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
244.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
245,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
245.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
246,<music21.chord.Chord B-5 D6 E4 G4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
246.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
247,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
247.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
248,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
248.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
249,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
249.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
250,<music21.chord.Chord B-5 D6 E4 G4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
250.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
251,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
251.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
252,<music21.chord.Chord B-5 D6 E4 G4>,"[0, 2, 5, 8]","[2, 4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
252.5,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
253,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
253.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
254,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
254.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
255,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
255.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
256,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
256.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
257,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
257.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
258,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
258.5,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
259,<music21.chord.Chord F5 A5 A4 C5>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
260,<music21.chord.Chord G5 B-5 G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
261,<music21.chord.Chord A5 C6 F4 A4>,"[0, 4, 7]","[5, 9, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
262,<music21.chord.Chord G5 B-5 D5 F5>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
263,<music21.chord.Chord A5 C6 C5 E-5>,"[0, 3, 6]","[9, 0, 3]",Lighting the Tree S186 F Major.mid,Liszt,,
264,<music21.chord.Chord B-5 D6 B-4 D5>,"[0, 4]","[10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
266,<music21.chord.Chord A5 C6 C5 E5>,"[0, 3, 7]","[9, 0, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
267,<music21.chord.Chord B-5 D6 B-4 D5>,"[0, 4]","[10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
268,<music21.chord.Chord C6 E6 A4 C5>,"[0, 3, 7]","[9, 0, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
269,<music21.chord.Chord B-5 D6 B-4 D5>,"[0, 4]","[10, 2]",Lighting the Tree S186 F Major.mid,Liszt,,
270,<music21.chord.Chord C6 E6 A4 C5>,"[0, 3, 7]","[9, 0, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
271,<music21.chord.Chord D6 F6 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
276,<music21.chord.Chord C6 E6 A4 C5>,"[0, 3, 7]","[9, 0, 4]",Lighting the Tree S186 F Major.mid,Liszt,,
277,<music21.chord.Chord D6 F6 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
280,<music21.chord.Chord D6 F6 G4 B-4>,"[0, 3, 5, 8]","[2, 5, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
283,<music21.chord.Chord D5 F5>,"[0, 3]","[2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
286,<music21.chord.Chord G5 B-5>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
289,<music21.chord.Chord D6 F6>,"[0, 3]","[2, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
295,<music21.chord.Chord G4 B-4>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
298,<music21.chord.Chord C#5 F5>,"[0, 4]","[1, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
301,<music21.chord.Chord G5 B-5>,"[0, 3]","[7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
304,<music21.chord.Chord C#6 F6>,"[0, 4]","[1, 5]",Lighting the Tree S186 F Major.mid,Liszt,,
309,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
310,<music21.chord.Chord C5>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
310.125,<music21.chord.Chord B-5 C5>,"[0, 2]","[10, 0]",Lighting the Tree S186 F Major.mid,Liszt,,
310.25,<music21.chord.Chord C5>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
310.3333333,<music21.chord.Chord C6 C5>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
310.4583333,<music21.chord.Chord C5>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
310.5,<music21.chord.Chord G6 G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
310.75,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
311,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
311.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
312,<music21.chord.Chord C4>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
313.125,<music21.chord.Chord A5>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
313.3333333,<music21.chord.Chord C6>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
313.5,<music21.chord.Chord A6>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
315,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
316,<music21.chord.Chord G4 E4>,"[0, 3]","[4, 7]",Lighting the Tree S186 F Major.mid,Liszt,,
316.125,<music21.chord.Chord B-5 G4 E4>,"[0, 3, 6]","[4, 7, 10]",Lighting the Tree S186 F Major.mid,Liszt,,
316.25,<music21.chord.Chord G4 E4>,"[0, 3]","[4, 7]",Lighting the Tree S186 F Major.mid,Liszt,,
316.3333333,<music21.chord.Chord C6 G4 E4>,"[0, 4, 7]","[0, 4, 7]",Lighting the Tree S186 F Major.mid,Liszt,,
316.4583333,<music21.chord.Chord G4 E4>,"[0, 3]","[4, 7]",Lighting the Tree S186 F Major.mid,Liszt,,
316.5,<music21.chord.Chord G6 G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
316.75,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
317,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
317.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
318,<music21.chord.Chord C4>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
319.125,<music21.chord.Chord A5>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
319.3333333,<music21.chord.Chord C6>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
319.5,<music21.chord.Chord A6>,[0],[9],Lighting the Tree S186 F Major.mid,Liszt,,
321,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
322,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
323,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
323.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
324,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
325,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
327,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
328,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
329,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
329.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
330,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
331,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
333,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
334,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
335,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
335.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
336,<music21.chord.Chord C4>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
339,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
340,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
341,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
341.5,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
342,<music21.chord.Chord C4>,[0],[0],Lighting the Tree S186 F Major.mid,Liszt,,
345,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
346,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
347,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
347.5,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
348,<music21.chord.Chord E4>,[0],[4],Lighting the Tree S186 F Major.mid,Liszt,,
349,<music21.chord.Chord D4>,[0],[2],Lighting the Tree S186 F Major.mid,Liszt,,
351,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
352,<music21.chord.Chord G4>,[0],[7],Lighting the Tree S186 F Major.mid,Liszt,,
353,<music21.chord.Chord F4>,[0],[5],Lighting the Tree S186 F Major.mid,Liszt,,
